Sonde serial number                          	R3030575
Balloon release date and time                	2023-11-13T05:55:07
Sonde type                                   	RS41-SGP

   n AscRate HeightMSL      P  Temp    RH  Dewp Dir Speed  VirT       Lat        Lon  MixR CompRng CompAz
         m/s         m    hPa    °C     %    °C   °   m/s     K         °          °  g/kg       m      °
1150     1.5      3667  660.7   4.5  70.4  -0.4 279  13.1 278.6 25.005315 121.560891  5.63    2443    115
1151     2.6      3670  660.5   4.5  70.4  -0.4 279  13.1 278.6 25.005296 121.561021  5.63    2456    115
1152     2.3      3672  660.3   4.5  70.5  -0.4 279  13.1 278.6 25.005277 121.561151  5.63    2468    115
1153     2.0      3674  660.1   4.4  70.5  -0.4 279  13.1 278.5 25.005257 121.561279  5.62    2481    115
1154     2.3      3676  660.0   4.4  70.4  -0.5 279  13.1 278.5 25.005238 121.561407  5.62    2494    115
1155     2.4      3679  659.8   4.4  70.4  -0.5 279  13.1 278.5 25.005218 121.561536  5.61    2507    115
1156     2.9      3682  659.6   4.4  70.4  -0.5 279  13.1 278.5 25.005197 121.561665  5.61    2519    115
1157     2.0      3684  659.4   4.4  70.2  -0.5 279  13.1 278.5 25.005176 121.561795  5.59    2532    115
1158     2.5      3686  659.2   4.4  69.7  -0.6 279  13.1 278.5 25.005154 121.561924  5.56    2545    114
1159     1.5      3688  659.0   4.4  69.0  -0.8 279  13.1 278.5 25.005132 121.562054  5.50    2558    114
1160     2.7      3690  658.8   4.4  67.9  -1.0 279  13.1 278.5 25.005112 121.562183  5.41    2571    114
1161     2.1      3692  658.7   4.4  66.5  -1.3 279  13.1 278.5 25.005094 121.562311  5.30    2584    114
1162     2.0      3694  658.5   4.4  65.7  -1.4 279  13.1 278.4 25.005077 121.562437  5.24    2596    114
1163     2.8      3697  658.3   4.4  65.6  -1.5 279  13.1 278.4 25.005061 121.562562  5.22    2608    114
1164     2.6      3700  658.1   4.4  65.6  -1.5 279  13.1 278.4 25.005044 121.562687  5.22    2620    114
1165     2.1      3702  657.9   4.4  65.3  -1.6 280  13.1 278.4 25.005026 121.562811  5.20    2633    114
1166     2.2      3704  657.7   4.4  64.9  -1.7 280  13.1 278.4 25.005007 121.562936  5.16    2645    114
1167     1.7      3706  657.6   4.3  64.2  -1.8 280  13.1 278.4 25.004987 121.563062  5.11    2658    114
1168     2.9      3709  657.4   4.3  64.3  -1.8 280  13.1 278.3 25.004967 121.563188  5.10    2670    114
1169     1.7      3710  657.2   4.3  65.2  -1.6 280  13.1 278.3 25.004946 121.563314  5.17    2683    114
1170     2.5      3713  657.0   4.3  66.2  -1.5 280  13.1 278.3 25.004925 121.563442  5.25    2696    114
1171     1.9      3715  656.9   4.3  66.5  -1.4 280  13.1 278.3 25.004905 121.563570  5.27    2708    114
1172     1.9      3717  656.7   4.3  66.4  -1.4 280  13.1 278.3 25.004885 121.563698  5.25    2721    113
1173     1.9      3719  656.5   4.2  66.2  -1.5 280  13.1 278.3 25.004866 121.563827  5.24    2734    113
1174     2.3      3721  656.4   4.2  66.2  -1.5 280  13.1 278.3 25.004846 121.563955  5.22    2747    113
1175     2.3      3723  656.2   4.2  66.5  -1.5 280  13.1 278.2 25.004826 121.564082  5.25    2759    113
1176     2.1      3725  656.0   4.2  67.5  -1.3 280  13.1 278.2 25.004805 121.564209  5.32    2772    113
1177     2.5      3728  655.8   4.1  68.9  -1.0 280  13.1 278.2 25.004783 121.564337  5.42    2785    113
1178     2.2      3730  655.6   4.1  70.0  -0.9 280  13.1 278.2 25.004761 121.564466  5.50    2798    113
1179     2.8      3733  655.4   4.1  70.2  -0.8 279  13.2 278.2 25.004739 121.564595  5.51    2811    113
1180     1.5      3734  655.3   4.1  69.9  -0.9 279  13.2 278.2 25.004718 121.564724  5.48    2824    113
1181     2.6      3737  655.1   4.1  69.3  -1.0 279  13.2 278.1 25.004698 121.564852  5.43    2836    113
1182     2.8      3740  654.9   4.1  68.1  -1.3 279  13.2 278.1 25.004678 121.564979  5.33    2849    113
1183     2.6      3742  654.7   4.1  67.0  -1.5 279  13.2 278.1 25.004658 121.565108  5.25    2862    113
1184     1.8      3744  654.5   4.1  66.3  -1.6 279  13.2 278.1 25.004638 121.565236  5.19    2875    113
1185     2.2      3746  654.3   4.1  65.8  -1.7 279  13.2 278.1 25.004618 121.565364  5.15    2888    113
1186     2.5      3749  654.1   4.1  65.4  -1.8 279  13.3 278.1 25.004599 121.565492  5.12    2900    113
1187     1.7      3751  653.9   4.0  65.1  -1.9 279  13.3 278.1 25.004582 121.565619  5.09    2913    113
1188     2.6      3753  653.8   4.0  64.3  -2.1 279  13.3 278.0 25.004567 121.565746  5.03    2925    112
1189     2.9      3756  653.6   4.0  63.3  -2.3 279  13.3 278.0 25.004552 121.565873  4.95    2938    112
1190     2.3      3758  653.4   4.0  62.6  -2.5 279  13.3 278.0 25.004535 121.566001  4.89    2950    112
1191     1.8      3760  653.2   4.0  62.3  -2.5 279  13.3 278.0 25.004517 121.566131  4.87    2963    112
1192     2.4      3763  653.0   4.0  62.0  -2.6 279  13.3 278.0 25.004499 121.566262  4.84    2976    112
1193     2.2      3765  652.8   4.0  61.8  -2.7 279  13.4 277.9 25.004481 121.566394  4.82    2989    112
1194     2.2      3767  652.7   4.0  61.7  -2.7 279  13.4 277.9 25.004463 121.566526  4.81    3003    112
1195     1.9      3769  652.5   3.9  61.7  -2.7 279  13.4 277.9 25.004445 121.566658  4.80    3016    112
1196     3.2      3772  652.3   3.9  61.8  -2.7 279  13.4 277.9 25.004426 121.566789  4.81    3029    112
1197     2.3      3774  652.1   3.9  61.8  -2.7 279  13.4 277.9 25.004406 121.566920  4.80    3042    112
1198     1.7      3776  651.9   3.9  61.8  -2.7 279  13.4 277.9 25.004386 121.567052  4.80    3055    112
1199     2.9      3779  651.7   3.9  61.9  -2.7 279  13.5 277.9 25.004366 121.567184  4.81    3068    112
1200     2.6      3782  651.5   3.9  62.0  -2.7 279  13.5 277.9 25.004345 121.567318  4.82    3082    112
1201     2.5      3784  651.3   3.9  62.2  -2.7 279  13.5 277.9 25.004325 121.567452  4.83    3095    112
1202     2.0      3786  651.1   3.9  62.3  -2.7 279  13.5 277.8 25.004304 121.567586  4.84    3108    112
1203     2.6      3789  650.9   3.9  62.5  -2.7 279  13.5 277.8 25.004284 121.567719  4.84    3122    112
1204     2.7      3791  650.7   3.8  62.7  -2.6 279  13.6 277.8 25.004265 121.567851  4.85    3135    112
1205     2.1      3794  650.5   3.8  62.9  -2.6 279  13.6 277.8 25.004247 121.567984  4.87    3148    111
1206     2.3      3796  650.3   3.8  63.3  -2.5 279  13.6 277.8 25.004229 121.568117  4.89    3161    111
1207     2.9      3799  650.2   3.8  63.6  -2.5 279  13.6 277.8 25.004212 121.568250  4.91    3175    111
1208     1.9      3801  650.0   3.8  63.8  -2.4 279  13.7 277.8 25.004195 121.568382  4.93    3188    111
1209     2.0      3803  649.8   3.8  63.9  -2.4 279  13.7 277.8 25.004178 121.568514  4.93    3201    111
1210     3.2      3806  649.6   3.8  64.0  -2.4 279  13.7 277.7 25.004160 121.568645  4.94    3214    111
1211     2.1      3808  649.4   3.7  64.0  -2.4 279  13.7 277.7 25.004141 121.568777  4.93    3227    111
1212     2.8      3811  649.2   3.7  64.1  -2.4 279  13.8 277.7 25.004124 121.568909  4.94    3240    111
1213     2.4      3813  649.0   3.7  64.4  -2.4 279  13.8 277.7 25.004107 121.569042  4.96    3253    111
1214     2.5      3816  648.8   3.7  64.6  -2.4 279  13.8 277.7 25.004089 121.569175  4.97    3267    111
1215     2.1      3818  648.6   3.7  64.8  -2.3 280  13.9 277.6 25.004071 121.569309  4.97    3280    111
1216     2.4      3820  648.3   3.6  65.0  -2.3 280  13.9 277.6 25.004052 121.569445  4.99    3294    111
1217     3.0      3823  648.1   3.6  65.3  -2.3 280  13.9 277.6 25.004033 121.569581  5.00    3307    111
1218     3.4      3827  647.9   3.6  65.4  -2.3 280  14.0 277.6 25.004015 121.569717  5.01    3321    111
1219     3.0      3830  647.7   3.6  65.2  -2.3 280  14.0 277.6 25.003996 121.569852  4.98    3334    111
1220     2.9      3832  647.4   3.6  64.9  -2.4 281  14.0 277.5 25.003975 121.569986  4.95    3348    111
1221     3.7      3836  647.2   3.5  64.7  -2.5 281  14.1 277.5 25.003954 121.570122  4.93    3361    111
1222     3.0      3839  646.9   3.5  64.6  -2.5 281  14.1 277.5 25.003932 121.570261  4.91    3375    111
1223     3.2      3842  646.7   3.5  64.5  -2.6 281  14.1 277.4 25.003910 121.570404  4.90    3390    111
1224     2.6      3845  646.4   3.4  64.5  -2.6 282  14.2 277.4 25.003886 121.570550  4.90    3404    111
1225     2.3      3847  646.2   3.4  64.5  -2.6 282  14.2 277.4 25.003861 121.570696  4.89    3419    110
1226     3.4      3851  646.0   3.4  64.6  -2.6 282  14.2 277.4 25.003835 121.570841  4.89    3434    110
1227     3.2      3854  645.8   3.4  64.8  -2.6 283  14.2 277.4 25.003807 121.570985  4.90    3449    110
1228     3.0      3857  645.5   3.4  64.8  -2.6 283  14.3 277.4 25.003777 121.571127  4.90    3463    110
1229     2.6      3859  645.3   3.4  64.8  -2.6 283  14.3 277.4 25.003743 121.571268  4.91    3478    110
1230     2.5      3862  645.1   3.4  64.9  -2.6 284  14.3 277.3 25.003707 121.571407  4.91    3493    110
1231     2.2      3864  644.9   3.4  65.0  -2.6 284  14.3 277.3 25.003669 121.571544  4.91    3507    110
1232     2.5      3867  644.7   3.3  64.9  -2.6 284  14.3 277.3 25.003632 121.571678  4.90    3521    110
1233     3.5      3870  644.4   3.3  64.6  -2.7 285  14.3 277.3 25.003597 121.571809  4.87    3535    110
1234     3.1      3873  644.2   3.4  63.8  -2.8 285  14.4 277.3 25.003564 121.571938  4.83    3548    110
1235     2.0      3875  644.0   3.4  63.0  -3.0 285  14.4 277.4 25.003531 121.572066  4.78    3562    110
1236     2.9      3878  643.8   3.4  62.3  -3.1 286  14.4 277.4 25.003499 121.572197  4.75    3575    110
1237     2.7      3881  643.6   3.5  62.1  -3.1 286  14.4 277.4 25.003466 121.572332  4.73    3590    110
1238     2.6      3883  643.4   3.4  62.1  -3.1 286  14.4 277.4 25.003432 121.572472  4.73    3604    110
1239     3.4      3887  643.1   3.4  62.2  -3.1 287  14.4 277.4 25.003396 121.572614  4.73    3619    110
1240     3.0      3890  642.9   3.4  62.2  -3.1 287  14.4 277.4 25.003359 121.572756  4.73    3634    110
1241     3.0      3893  642.7   3.4  62.0  -3.2 287  14.4 277.3 25.003320 121.572899  4.71    3649    110
1242     2.4      3895  642.5   3.4  61.6  -3.3 288  14.5 277.3 25.003281 121.573043  4.68    3664    110
1243     2.3      3898  642.3   3.4  60.9  -3.4 288  14.5 277.3 25.003242 121.573185  4.64    3679    110
1244     2.1      3900  642.1   3.4  60.1  -3.6 288  14.5 277.4 25.003202 121.573324  4.59    3694    110
1245     2.6      3902  641.9   3.5  59.1  -3.7 288  14.5 277.4 25.003160 121.573457  4.52    3708    110
1246     2.6      3905  641.7   3.5  58.4  -3.8 289  14.5 277.4 25.003117 121.573586  4.49    3722    110
1247     1.4      3906  641.6   3.5  58.3  -3.9 289  14.5 277.4 25.003072 121.573713  4.48    3735    110
1248     2.7      3909  641.4   3.5  58.4  -3.9 289  14.6 277.4 25.003024 121.573839  4.49    3749    110
1249     2.7      3912  641.2   3.5  58.6  -3.8 289  14.6 277.4 25.002975 121.573967  4.50    3763    110
1250     1.4      3913  641.0   3.5  58.8  -3.8 289  14.6 277.4 25.002925 121.574098  4.51    3778    110
1251     1.1      3914  640.9   3.5  59.1  -3.8 290  14.6 277.4 25.002877 121.574233  4.52    3792    110
1252     2.6      3917  640.7   3.4  59.3  -3.8 290  14.6 277.3 25.002831 121.574371  4.53    3807    110
1253     3.4      3920  640.5   3.4  59.3  -3.8 290  14.7 277.3 25.002786 121.574510  4.52    3822    110
1254     2.8      3923  640.3   3.4  58.9  -3.9 290  14.7 277.3 25.002742 121.574648  4.49    3837    110
1255     2.2      3925  640.1   3.4  58.4  -4.0 290  14.7 277.3 25.002699 121.574783  4.46    3851    110
1256     2.6      3928  639.9   3.4  58.0  -4.1 290  14.7 277.3 25.002657 121.574918  4.43    3866    110
1257     2.5      3930  639.7   3.4  57.8  -4.1 290  14.8 277.3 25.002615 121.575052  4.42    3880    110
1258     2.2      3933  639.5   3.4  57.9  -4.1 291  14.8 277.3 25.002573 121.575187  4.42    3894    110
1259     1.9      3934  639.3   3.4  58.3  -4.0 291  14.8 277.3 25.002528 121.575325  4.44    3909    110
1260     3.3      3938  639.1   3.3  58.7  -4.0 291  14.9 277.2 25.002479 121.575464  4.46    3924    110
1261     2.2      3940  638.9   3.3  58.7  -4.0 291  14.9 277.2 25.002428 121.575605  4.45    3939    110
1262     3.0      3943  638.7   3.3  58.2  -4.1 291  14.9 277.2 25.002377 121.575745  4.41    3955    110
1263     2.5      3945  638.5   3.3  57.9  -4.2 291  15.0 277.2 25.002328 121.575886  4.39    3970    110
1264     1.6      3947  638.3   3.3  57.8  -4.2 291  15.0 277.2 25.002281 121.576026  4.38    3985    110
1265     3.5      3950  638.1   3.3  57.7  -4.3 291  15.0 277.1 25.002233 121.576166  4.37    4000    110
1266     2.1      3953  637.9   3.2  57.6  -4.3 291  15.1 277.1 25.002179 121.576306  4.36    4015    110
1267     1.8      3954  637.8   3.2  57.6  -4.3 291  15.1 277.1 25.002125 121.576446  4.36    4031    110
1268     2.7      3957  637.6   3.2  57.8  -4.3 291  15.1 277.1 25.002073 121.576584  4.37    4046    110
1269     2.4      3959  637.4   3.2  57.9  -4.3 291  15.2 277.1 25.002024 121.576723  4.37    4061    110
1270     2.4      3962  637.2   3.2  57.9  -4.3 291  15.2 277.1 25.001976 121.576860  4.37    4076    110
1271     2.0      3964  637.0   3.1  57.7  -4.4 291  15.2 277.0 25.001929 121.576998  4.35    4091    110
1272     2.0      3966  636.8   3.1  57.6  -4.4 291  15.3 277.0 25.001883 121.577138  4.33    4106    110
1273     3.1      3969  636.6   3.1  57.6  -4.4 291  15.3 277.0 25.001839 121.577279  4.33    4121    110
1274     2.6      3972  636.5   3.1  57.6  -4.4 291  15.3 277.0 25.001796 121.577422  4.33    4136    110
1275     2.7      3974  636.3   3.1  57.6  -4.5 291  15.3 277.0 25.001754 121.577567  4.32    4151    110
1276     2.1      3976  636.1   3.1  57.5  -4.5 291  15.4 276.9 25.001712 121.577712  4.32    4167    110
1277     1.6      3978  635.9   3.1  57.4  -4.5 292  15.4 276.9 25.001671 121.577856  4.31    4182    110
1278     2.7      3981  635.7   3.0  57.4  -4.6 292  15.4 276.9 25.001628 121.578001  4.30    4197    110
1279     2.5      3983  635.5   3.0  57.4  -4.6 292  15.4 276.9 25.001582 121.578144  4.29    4213    110
1280     3.0      3986  635.3   3.0  57.5  -4.6 292  15.5 276.9 25.001534 121.578286  4.29    4228    110
1281     3.3      3989  635.1   3.0  57.8  -4.5 292  15.5 276.8 25.001482 121.578426  4.31    4243    110
1282     1.8      3991  634.9   2.9  58.1  -4.5 292  15.5 276.8 25.001429 121.578566  4.32    4258    110
1283     3.1      3994  634.6   2.9  58.3  -4.5 292  15.5 276.8 25.001374 121.578706  4.33    4274    110
1284     2.6      3997  634.4   2.9  58.3  -4.5 292  15.5 276.8 25.001316 121.578846  4.33    4289    110
1285     2.7      4000  634.2   2.8  58.3  -4.5 292  15.5 276.7 25.001255 121.578986  4.31    4305    110
1286     2.6      4002  634.0   2.8  58.3  -4.6 292  15.5 276.7 25.001191 121.579129  4.31    4321    110
1287     3.0      4005  633.8   2.8  58.4  -4.6 292  15.5 276.7 25.001127 121.579273  4.30    4337    110
1288     3.1      4008  633.5   2.8  58.4  -4.6 292  15.6 276.6 25.001065 121.579419  4.30    4353    110
1289     2.5      4011  633.3   2.7  58.3  -4.6 293  15.6 276.6 25.001007 121.579568  4.29    4370    110
1290     4.4      4015  633.1   2.7  58.4  -4.6 293  15.6 276.6 25.000955 121.579719  4.29    4386    110
1291     2.5      4018  632.9   2.7  58.5  -4.6 293  15.6 276.6 25.000905 121.579871  4.29    4402    110
1292     1.9      4020  632.6   2.7  58.5  -4.6 293  15.6 276.5 25.000856 121.580022  4.29    4418    110
1293     2.5      4022  632.4   2.6  58.5  -4.7 293  15.6 276.5 25.000808 121.580167  4.28    4434    110
1294     3.2      4026  632.2   2.6  58.6  -4.7 293  15.6 276.5 25.000758 121.580307  4.28    4449    110
1295     2.4      4028  632.0   2.6  58.5  -4.7 293  15.6 276.5 25.000707 121.580444  4.27    4464    110
1296     2.5      4030  631.8   2.6  58.4  -4.8 293  15.6 276.4 25.000654 121.580580  4.25    4479    110
1297     2.7      4033  631.6   2.5  58.4  -4.8 293  15.6 276.4 25.000599 121.580715  4.25    4494    110
1298     3.0      4036  631.4   2.5  58.5  -4.8 293  15.7 276.4 25.000541 121.580850  4.25    4509    110
1299     3.0      4039  631.2   2.5  58.5  -4.8 293  15.7 276.4 25.000481 121.580986  4.25    4524    110
1300     2.0      4041  631.0   2.5  58.5  -4.8 293  15.7 276.4 25.000421 121.581121  4.24    4539    110
1301     2.1      4043  630.8   2.5  58.6  -4.8 293  15.7 276.3 25.000363 121.581258  4.25    4555    110
1302     1.8      4045  630.6   2.4  58.9  -4.8 294  15.7 276.3 25.000306 121.581399  4.26    4570    110
1303     2.7      4048  630.4   2.4  59.2  -4.7 294  15.7 276.3 25.000252 121.581541  4.27    4586    110
1304     2.9      4051  630.2   2.4  59.4  -4.7 294  15.7 276.2 25.000199 121.581685  4.28    4601    110
1305     2.8      4053  630.0   2.3  59.6  -4.7 294  15.8 276.2 25.000145 121.581830  4.29    4617    110
1306     2.8      4056  629.8   2.3  59.6  -4.7 294  15.8 276.2 25.000088 121.581975  4.28    4633    110
1307     3.5      4060  629.6   2.3  59.6  -4.7 294  15.8 276.2 25.000028 121.582119  4.28    4649    110
1308     2.6      4062  629.4   2.3  59.6  -4.8 294  15.8 276.1 24.999965 121.582263  4.27    4665    110
1309     2.3      4065  629.1   2.3  59.4  -4.8 294  15.8 276.1 24.999901 121.582408  4.25    4681    110
1310     2.1      4067  628.9   2.2  59.2  -4.9 294  15.9 276.1 24.999838 121.582553  4.23    4697    110
1311     3.4      4070  628.7   2.2  59.2  -5.0 294  15.9 276.0 24.999776 121.582700  4.21    4714    110
1312     3.5      4074  628.5   2.2  59.3  -5.0 294  15.9 276.0 24.999716 121.582847  4.21    4730    110
1313     2.9      4077  628.3   2.1  59.4  -5.0 294  15.9 276.0 24.999658 121.582993  4.22    4746    110
1314     2.3      4079  628.0   2.1  59.4  -5.0 294  15.9 276.0 24.999603 121.583138  4.22    4762    111
1315     2.8      4082  627.8   2.1  59.5  -5.0 294  15.9 275.9 24.999551 121.583284  4.21    4778    111
1316     3.0      4085  627.6   2.0  59.4  -5.0 294  16.0 275.9 24.999499 121.583429  4.20    4793    111
1317     2.4      4087  627.4   2.0  59.2  -5.1 294  16.0 275.9 24.999446 121.583573  4.19    4809    111
1318     2.9      4090  627.2   2.0  59.3  -5.1 295  16.0 275.9 24.999391 121.583717  4.19    4825    111
1319     2.7      4093  627.0   2.0  59.5  -5.1 295  16.0 275.9 24.999333 121.583861  4.20    4841    111
